,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
170,170,"[832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6]","[[76.0, 152.0, 124.0, 224.0], [26.0, 22.0, 77.0, 63.0], [28.0, 164.0, 77.0, 221.0], [29.0, 259.0, 76.0, 315.0], [29.0, 411.0, 77.0, 450.0], [76.0, 61.0, 124.0, 124.0], [124.0, 45.0, 173.0, 116.0], [172.0, 80.0, 220.0, 119.0], [125.0, 199.0, 172.0, 246.0], [78.0, 256.0, 125.0, 275.0], [78.0, 417.0, 125.0, 451.0], [124.0, 302.0, 173.0, 341.0], [125.0, 400.0, 172.0, 440.0], [172.0, 272.0, 219.0, 331.0], [220.0, 48.0, 268.0, 87.0], [267.0, 74.0, 316.0, 120.0], [220.0, 210.0, 268.0, 269.0], [220.0, 374.0, 268.0, 411.0], [314.0, 25.0, 363.0, 84.0], [269.0, 215.0, 314.0, 227.0], [268.0, 245.0, 316.0, 256.0], [172.0, 454.0, 221.0, 466.0], [269.0, 282.0, 363.0, 354.0], [268.0, 354.0, 364.0, 472.0]]","[5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6]","[[124.9481201171875, 44.30525588989258, 172.41629028320312, 112.35675048828125], [124.05730438232422, 301.4075622558594, 172.369873046875, 340.23443603515625], [267.0885925292969, 74.36029052734375, 315.4151916503906, 120.01592254638672], [124.65948486328125, 399.602294921875, 172.5943603515625, 438.0365295410156], [75.76165008544922, 60.96609115600586, 125.19485473632812, 123.19468688964844], [220.07310485839844, 208.38218688964844, 267.35809326171875, 269.8558044433594], [124.55715942382812, 198.95947265625, 172.3377227783203, 245.4415283203125], [27.33818817138672, 410.2552795410156, 76.77172088623047, 458.3165283203125], [269.32110595703125, 280.9206848144531, 363.94354248046875, 353.3876037597656], [219.48745727539062, 45.61846923828125, 267.54132080078125, 85.04928588867188], [220.2960968017578, 371.73455810546875, 268.252197265625, 410.3805847167969], [27.59853172302246, 258.4251708984375, 76.4384536743164, 314.9266052246094], [268.65191650390625, 354.2881774902344, 363.5675354003906, 459.2526550292969], [314.2664489746094, 24.853740692138672, 364.49749755859375, 82.38137817382812], [172.27188110351562, 271.1860046386719, 219.7017822265625, 332.4966125488281], [26.67852210998535, 164.70709228515625, 76.59003448486328, 218.1603546142578], [28.393369674682617, 21.569400787353516, 76.19831848144531, 61.065147399902344], [172.77719116210938, 79.77922058105469, 221.22789001464844, 120.1661148071289], [220.30831909179688, 176.74746704101562, 267.6618957519531, 185.19815063476562], [267.9347839355469, 215.48114013671875, 315.6968688964844, 226.27244567871094], [27.041017532348633, 163.36669921875, 77.7402114868164, 219.25746154785156]]"
171,171,"[833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833]","[0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5]","[[99.0, 42.0, 275.0, 159.0], [11.0, 29.0, 362.0, 242.0], [99.0, 158.0, 275.0, 241.0], [11.0, 46.0, 99.0, 127.0], [12.0, 127.0, 98.0, 163.0], [56.0, 281.0, 99.0, 296.0], [100.0, 243.0, 143.0, 280.0], [274.0, 125.0, 365.0, 151.0], [143.0, 322.0, 186.0, 361.0], [99.0, 416.0, 143.0, 453.0], [13.0, 284.0, 54.0, 314.0], [319.0, 224.0, 361.0, 247.0], [231.0, 253.0, 364.0, 486.0], [11.0, 362.0, 99.0, 489.0], [143.0, 404.0, 231.0, 486.0], [186.0, 242.0, 230.0, 279.0], [145.0, 244.0, 188.0, 265.0], [274.0, 189.0, 319.0, 204.0], [319.0, 189.0, 361.0, 203.0], [12.0, 28.0, 362.0, 45.0]]","[5, 5, 5, 6, 6, 6, 6, 5, 5]","[[186.84695434570312, 241.7833709716797, 231.00094604492188, 278.8935852050781], [99.68110656738281, 241.55377197265625, 143.14065551757812, 280.5195617675781], [143.1725311279297, 322.6351623535156, 186.5652618408203, 360.85687255859375], [144.14767456054688, 402.1622619628906, 231.12379455566406, 488.5798034667969], [13.137962341308594, 281.5614929199219, 54.994136810302734, 360.2298889160156], [229.28115844726562, 251.92129516601562, 366.44610595703125, 480.4705810546875], [12.052196502685547, 360.32147216796875, 98.49006652832031, 489.4562072753906], [9.658970832824707, 28.960487365722656, 372.9872741699219, 44.71532440185547], [98.46334838867188, 414.8957824707031, 144.33238220214844, 454.0620422363281]]"
172,172,"[834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834, 834]","[0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[106.0, 85.0, 156.0, 385.0], [73.0, 6.0, 292.0, 45.0], [2.0, 52.0, 204.0, 84.0], [1.0, 86.0, 105.0, 119.0], [0.0, 120.0, 54.0, 192.0], [54.0, 163.0, 106.0, 221.0], [1.0, 309.0, 55.0, 320.0], [2.0, 345.0, 57.0, 388.0], [57.0, 344.0, 108.0, 386.0], [157.0, 87.0, 207.0, 145.0], [157.0, 237.0, 209.0, 282.0], [308.0, 52.0, 361.0, 126.0], [158.0, 344.0, 209.0, 361.0], [108.0, 387.0, 158.0, 419.0], [58.0, 450.0, 108.0, 459.0], [310.0, 239.0, 361.0, 251.0]]","[5, 5, 5, 5, 5, 5]","[[155.01657104492188, 85.28584289550781, 208.21173095703125, 145.33323669433594], [1.0200960636138916, 86.01016235351562, 106.21284484863281, 118.29475402832031], [54.6092414855957, 160.34738159179688, 106.3619155883789, 220.0281982421875], [56.19676971435547, 342.1752624511719, 108.42424011230469, 385.5223083496094], [156.91693115234375, 237.6091766357422, 209.5819549560547, 280.0499267578125], [4.675419807434082, 50.65279769897461, 223.82565307617188, 85.47370910644531]]"
173,173,"[843, 843, 843]","[3, 3, 3]","[[7.0, 466.0, 357.0, 490.0], [6.0, 67.0, 359.0, 464.0], [7.0, 15.0, 354.0, 72.0]]","[3, 3, 1]","[[9.022971153259277, 21.844160079956055, 365.3788146972656, 478.2803649902344], [17.830781936645508, 465.3246765136719, 356.3721923828125, 491.3909606933594], [35.62986755371094, 27.612165451049805, 341.020751953125, 75.7839584350586]]"
174,174,"[846, 846, 846, 846, 846, 846, 846]","[4, 6, 6, 6, 6, 6, 6]","[[244.0, 220.0, 335.0, 368.0], [19.0, 76.0, 107.0, 199.0], [200.0, 78.0, 335.0, 218.0], [156.0, 77.0, 199.0, 487.0], [17.0, 343.0, 156.0, 490.0], [109.0, 329.0, 154.0, 343.0], [244.0, 374.0, 337.0, 487.0]]","[6, 6, 6, 6, 3, 1, 6, 1, 2, 4, 5, 2, 1, 5]","[[16.427005767822266, 340.4859924316406, 155.76156616210938, 489.7493591308594], [243.51187133789062, 373.16943359375, 336.9169616699219, 489.1417236328125], [151.69468688964844, 173.36154174804688, 198.9924774169922, 485.90472412109375], [201.62896728515625, 72.7154312133789, 334.9094543457031, 218.90692138671875], [240.04794311523438, 217.6725311279297, 338.35357666015625, 370.30755615234375], [20.902507781982422, 67.71360778808594, 108.1175765991211, 198.07371520996094], [18.289724349975586, 72.30536651611328, 108.9901351928711, 198.18399047851562], [8.105925559997559, 16.728313446044922, 338.9023132324219, 67.48934173583984], [244.17723083496094, 214.2413787841797, 335.2557678222656, 373.1863098144531], [242.4153289794922, 213.5230255126953, 335.7828063964844, 375.1041564941406], [153.10533142089844, 75.73173522949219, 198.1697235107422, 404.3501892089844], [17.798057556152344, 68.8072738647461, 110.59249114990234, 198.7956085205078], [241.8995361328125, 219.41261291503906, 340.26171875, 369.7126159667969], [18.152204513549805, 73.06114196777344, 111.171875, 192.72935485839844]]"
175,175,"[861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861, 861]","[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[16.0, 66.0, 60.0, 163.0], [145.0, 79.0, 187.0, 99.0], [145.0, 99.0, 187.0, 127.0], [145.0, 127.0, 187.0, 148.0], [145.0, 148.0, 186.0, 188.0], [144.0, 212.0, 187.0, 233.0], [100.0, 239.0, 144.0, 307.0], [100.0, 308.0, 142.0, 349.0], [145.0, 319.0, 185.0, 363.0], [100.0, 350.0, 142.0, 392.0], [143.0, 364.0, 185.0, 405.0], [144.0, 433.0, 186.0, 475.0], [274.0, 189.0, 316.0, 232.0], [275.0, 232.0, 316.0, 259.0], [274.0, 261.0, 315.0, 320.0], [144.0, 235.0, 187.0, 261.0], [59.0, 238.0, 100.0, 261.0], [58.0, 323.0, 100.0, 412.0], [57.0, 414.0, 99.0, 455.0], [273.0, 321.0, 314.0, 362.0], [273.0, 362.0, 315.0, 381.0], [273.0, 381.0, 316.0, 403.0], [229.0, 367.0, 271.0, 405.0], [273.0, 404.0, 316.0, 426.0], [272.0, 425.0, 315.0, 468.0], [186.0, 458.0, 230.0, 478.0], [58.0, 457.0, 100.0, 476.0]]","[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5]","[[101.7548828125, 239.5208282470703, 143.63128662109375, 305.0483703613281], [273.4254150390625, 259.07623291015625, 315.7699279785156, 318.96551513671875], [144.6004180908203, 318.2832336425781, 186.18063354492188, 361.1346130371094], [101.4968490600586, 306.9381103515625, 144.6631622314453, 351.1015625], [273.37725830078125, 189.85491943359375, 316.4084777832031, 232.52561950683594], [100.66773986816406, 351.6600341796875, 143.30101013183594, 466.83282470703125], [58.156288146972656, 324.9890441894531, 99.61400604248047, 415.63250732421875], [143.61184692382812, 432.6923522949219, 186.7012939453125, 475.9653015136719], [230.3109588623047, 362.57452392578125, 274.56121826171875, 474.2421875], [143.4427032470703, 363.7057189941406, 187.1816864013672, 410.4613952636719], [271.2173767089844, 319.2008361816406, 315.6164855957031, 477.615966796875], [144.5125274658203, 147.59136962890625, 187.0558319091797, 190.33299255371094], [144.3002166748047, 147.5022735595703, 188.0196533203125, 190.4520721435547], [100.9797592163086, 351.9951171875, 144.00820922851562, 390.7027893066406], [145.1711883544922, 124.00482940673828, 187.5142822265625, 240.6305694580078], [101.1898422241211, 352.9431457519531, 143.00408935546875, 385.4836730957031]]"
176,176,"[871, 871, 871, 871, 871, 871, 871]","[3, 6, 5, 5, 5, 5, 5]","[[12.0, 310.0, 165.0, 484.0], [168.0, 52.0, 371.0, 376.0], [14.0, 54.0, 65.0, 96.0], [14.0, 270.0, 64.0, 289.0], [66.0, 55.0, 116.0, 94.0], [115.0, 53.0, 167.0, 95.0], [218.0, 375.0, 268.0, 414.0]]","[5, 5, 5, 5, 6, 2, 3, 5, 2, 1, 4, 4]","[[66.62242889404297, 53.47280502319336, 116.6407699584961, 94.44528198242188], [217.4008026123047, 374.8529052734375, 267.95892333984375, 415.2059326171875], [116.53750610351562, 52.535240173339844, 168.22592163085938, 93.89799499511719], [13.726151466369629, 53.917015075683594, 65.8790512084961, 94.0689468383789], [168.286865234375, 48.649356842041016, 373.5104064941406, 378.39404296875], [172.26138305664062, 42.91262435913086, 370.0240478515625, 401.1521911621094], [14.111939430236816, 301.5259094238281, 164.4023895263672, 477.5514831542969], [17.22138023376465, 33.90230178833008, 373.3124084472656, 51.97113037109375], [13.667854309082031, 289.08209228515625, 165.79054260253906, 476.102294921875], [163.87648010253906, 56.01021957397461, 375.0, 380.1693420410156], [20.084300994873047, 305.3212890625, 156.19400024414062, 452.6552734375], [166.5224151611328, 36.34393310546875, 372.6649169921875, 401.667236328125]]"
177,177,"[872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6]","[[94.0, 30.0, 182.0, 122.0], [7.0, 30.0, 51.0, 67.0], [50.0, 30.0, 94.0, 66.0], [182.0, 30.0, 225.0, 68.0], [225.0, 21.0, 269.0, 56.0], [270.0, 21.0, 312.0, 58.0], [313.0, 21.0, 357.0, 65.0], [6.0, 164.0, 50.0, 175.0], [51.0, 147.0, 94.0, 158.0], [95.0, 123.0, 138.0, 162.0], [139.0, 122.0, 182.0, 160.0], [183.0, 152.0, 225.0, 163.0], [50.0, 249.0, 95.0, 260.0], [95.0, 240.0, 138.0, 251.0], [138.0, 245.0, 182.0, 259.0], [183.0, 250.0, 225.0, 265.0], [50.0, 308.0, 95.0, 320.0], [183.0, 380.0, 225.0, 393.0], [227.0, 388.0, 271.0, 404.0], [271.0, 198.0, 355.0, 321.0], [7.0, 238.0, 50.0, 354.0], [7.0, 355.0, 50.0, 475.0], [50.0, 431.0, 94.0, 475.0], [226.0, 443.0, 270.0, 476.0], [271.0, 322.0, 358.0, 368.0], [271.0, 368.0, 358.0, 479.0]]","[5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 6, 6, 5, 6, 5, 5]","[[51.947696685791016, 30.576091766357422, 95.38304901123047, 66.76139831542969], [6.219987392425537, 29.994808197021484, 51.038734436035156, 66.59344482421875], [93.75717163085938, 121.79444122314453, 138.0170440673828, 159.16693115234375], [181.44259643554688, 30.97415542602539, 226.10577392578125, 67.26032257080078], [269.2498474121094, 20.244890213012695, 313.492919921875, 56.52369689941406], [225.62037658691406, 20.878116607666016, 270.0405578613281, 56.24464797973633], [138.00245666503906, 121.36299896240234, 181.93252563476562, 159.189453125], [7.476001262664795, 233.8380889892578, 49.635597229003906, 352.2148132324219], [6.391376495361328, 353.5195007324219, 49.77067565917969, 475.6914367675781], [313.1419372558594, 20.478713989257812, 358.9720458984375, 64.06501007080078], [271.29498291015625, 365.8943786621094, 358.89117431640625, 475.8030700683594], [270.63055419921875, 321.6933288574219, 358.0943603515625, 365.9306945800781], [271.29010009765625, 195.34658813476562, 356.39337158203125, 321.0898132324219], [138.11151123046875, 243.0296630859375, 180.8870849609375, 258.74322509765625], [50.58042907714844, 429.3515319824219, 94.50228118896484, 474.68536376953125], [181.8157958984375, 247.73489379882812, 225.8979949951172, 262.9435119628906], [0.0, 19.91156768798828, 251.01438903808594, 30.489604949951172]]"
178,178,"[876, 876, 876, 876, 876, 876, 876]","[3, 5, 5, 5, 5, 5, 5]","[[93.0, 27.0, 276.0, 182.0], [5.0, 28.0, 93.0, 79.0], [276.0, 31.0, 367.0, 74.0], [93.0, 181.0, 139.0, 226.0], [141.0, 180.0, 229.0, 223.0], [231.0, 181.0, 276.0, 222.0], [93.0, 450.0, 138.0, 462.0]]","[5, 5, 5, 5, 5, 3, 5]","[[3.558507204055786, 27.902734756469727, 96.45352172851562, 73.61615753173828], [93.04002380371094, 180.15728759765625, 140.62413024902344, 223.47146606445312], [276.217041015625, 29.644107818603516, 368.5630187988281, 74.7120132446289], [0.5813140273094177, 17.207000732421875, 370.4775085449219, 28.712017059326172], [230.7279510498047, 181.0886993408203, 276.5008239746094, 223.2736358642578], [88.46896362304688, 26.50336456298828, 275.80853271484375, 179.6093292236328], [138.02403259277344, 408.3413391113281, 232.26829528808594, 417.04925537109375]]"
179,179,"[878, 878, 878, 878, 878, 878, 878]","[3, 6, 6, 6, 6, 6, 5]","[[219.0, 285.0, 332.0, 372.0], [3.0, 24.0, 107.0, 178.0], [218.0, 26.0, 329.0, 116.0], [274.0, 117.0, 330.0, 206.0], [219.0, 374.0, 333.0, 471.0], [111.0, 420.0, 163.0, 468.0], [219.0, 135.0, 274.0, 153.0]]","[6, 6, 6, 6, 6, 2, 1, 5, 6, 4, 5, 5]","[[273.7758483886719, 114.9676742553711, 330.32513427734375, 205.1593475341797], [219.71157836914062, 373.828857421875, 333.8700866699219, 467.1374816894531], [218.16441345214844, 25.97357749938965, 329.6966857910156, 112.93450927734375], [110.07337188720703, 418.58587646484375, 164.17987060546875, 467.5809020996094], [5.995336055755615, 17.640220642089844, 108.78827667236328, 176.91648864746094], [219.47116088867188, 277.08587646484375, 330.1876220703125, 374.783935546875], [219.04510498046875, 284.0135192871094, 334.10382080078125, 373.4453125], [217.2804412841797, 131.87379455566406, 271.98223876953125, 153.07398986816406], [217.2506866455078, 287.1123046875, 332.6177673339844, 383.9178466796875], [218.588134765625, 279.70330810546875, 331.2808532714844, 385.54486083984375], [110.43689727783203, 419.2063903808594, 164.3009490966797, 465.73614501953125], [7.542447566986084, 19.92487335205078, 106.68673706054688, 170.51373291015625]]"
180,180,"[882, 882]","[0, 0]","[[143.0, 330.0, 236.0, 491.0], [235.0, 248.0, 369.0, 354.0]]","[3, 2, 3, 4, 3, 4, 2, 1, 1, 3]","[[5.680781364440918, 381.5897216796875, 97.09134674072266, 486.2390441894531], [53.77903747558594, 202.0092010498047, 135.48577880859375, 315.24591064453125], [3.239891767501831, 266.6324157714844, 53.00098419189453, 382.1259765625], [9.10726261138916, 25.999610900878906, 137.90032958984375, 215.9840087890625], [4.047069072723389, 26.220104217529297, 140.7194061279297, 204.9014892578125], [50.0764274597168, 208.0419921875, 135.6680908203125, 314.598388671875], [4.775609493255615, 24.47960090637207, 136.20765686035156, 202.82827758789062], [96.70775604248047, 402.3086242675781, 144.4363555908203, 486.98858642578125], [2.843369722366333, 266.04241943359375, 52.10893249511719, 381.6053161621094], [53.23031997680664, 197.49368286132812, 142.96774291992188, 314.0882873535156]]"
181,181,"[885, 885, 885, 885, 885, 885, 885]","[0, 0, 0, 0, 0, 0, 0]","[[152.0, 377.0, 373.0, 487.0], [277.0, 265.0, 372.0, 378.0], [27.0, 154.0, 137.0, 342.0], [107.0, 294.0, 282.0, 378.0], [125.0, 183.0, 373.0, 293.0], [28.0, 43.0, 372.0, 182.0], [28.0, 342.0, 155.0, 481.0]]",[],[]
182,182,"[889, 889, 889, 889, 889, 889, 889, 889, 889, 889, 889, 889, 889, 889]","[0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5]","[[187.0, 389.0, 242.0, 435.0], [70.0, 28.0, 240.0, 206.0], [128.0, 388.0, 187.0, 429.0], [297.0, 48.0, 356.0, 97.0], [296.0, 99.0, 357.0, 153.0], [298.0, 152.0, 355.0, 195.0], [298.0, 197.0, 356.0, 248.0], [241.0, 214.0, 298.0, 250.0], [242.0, 251.0, 357.0, 487.0], [127.0, 239.0, 241.0, 389.0], [16.0, 348.0, 69.0, 358.0], [12.0, 438.0, 70.0, 450.0], [71.0, 296.0, 126.0, 304.0], [71.0, 370.0, 126.0, 377.0]]","[6, 6, 6, 6, 6, 6, 6, 6, 2, 5, 5, 1, 6, 5, 6, 1, 5, 1, 4, 5, 5, 5]","[[296.8884582519531, 100.0002670288086, 355.9613952636719, 152.49542236328125], [297.9630432128906, 152.4287109375, 354.32171630859375, 195.5269775390625], [296.71575927734375, 195.4825439453125, 357.12164306640625, 247.56515502929688], [238.24530029296875, 246.04296875, 360.77825927734375, 489.7975769042969], [296.9456481933594, 46.678428649902344, 356.19488525390625, 99.45887756347656], [239.8820037841797, 214.49612426757812, 297.1983337402344, 250.781005859375], [185.42352294921875, 388.1720886230469, 243.1739959716797, 482.46087646484375], [127.29183959960938, 240.4739990234375, 243.7366943359375, 399.11114501953125], [68.20301055908203, 11.791473388671875, 246.37472534179688, 209.76174926757812], [13.157569885253906, 333.3919982910156, 71.8552474975586, 352.4203186035156], [126.63673400878906, 243.5606231689453, 242.92535400390625, 385.174560546875], [75.54397583007812, 27.137521743774414, 237.20697021484375, 202.92724609375], [131.23031616210938, 383.7718200683594, 189.5889129638672, 484.55279541015625], [242.20201110839844, 25.63336753845215, 294.48004150390625, 35.38664627075195], [99.03427124023438, 227.32254028320312, 357.5381774902344, 483.5191345214844], [185.92803955078125, 385.4925537109375, 243.21412658691406, 469.6372985839844], [186.29505920410156, 389.1481628417969, 242.36460876464844, 475.5808410644531], [128.3070831298828, 237.3633575439453, 239.01922607421875, 386.3852233886719], [68.0843734741211, 30.85750961303711, 241.49842834472656, 199.3683319091797], [128.62509155273438, 390.09149169921875, 187.51966857910156, 471.5335388183594], [236.14791870117188, 254.3085174560547, 361.9495849609375, 486.9809875488281], [296.09637451171875, 47.35365676879883, 357.3522644042969, 98.50422668457031]]"
183,183,"[895, 895, 895, 895, 895, 895, 895, 895, 895]","[0, 5, 5, 5, 5, 6, 6, 6, 6]","[[100.0, 42.0, 186.0, 183.0], [11.0, 25.0, 55.0, 65.0], [55.0, 42.0, 98.0, 69.0], [185.0, 40.0, 231.0, 70.0], [11.0, 154.0, 54.0, 170.0], [230.0, 25.0, 361.0, 483.0], [11.0, 274.0, 53.0, 355.0], [8.0, 356.0, 141.0, 482.0], [187.0, 378.0, 228.0, 483.0]]","[5, 6, 6, 6, 6, 5, 6, 2, 1, 5]","[[10.763486862182617, 25.33186149597168, 55.698612213134766, 64.8561782836914], [9.67257022857666, 354.83935546875, 140.47901916503906, 482.85125732421875], [10.238028526306152, 272.6399841308594, 53.09832000732422, 357.5249938964844], [229.1814727783203, 241.2561798095703, 358.07659912109375, 477.9975280761719], [185.0493621826172, 377.6194152832031, 229.19435119628906, 480.54180908203125], [53.474422454833984, 25.370952606201172, 234.77560424804688, 42.35567855834961], [228.67796325683594, 26.84135627746582, 360.575927734375, 414.7082824707031], [236.34690856933594, 25.670164108276367, 360.12811279296875, 273.0754699707031], [227.06570434570312, 27.944562911987305, 363.9408264160156, 239.75079345703125], [185.4031982421875, 380.0491943359375, 229.47195434570312, 476.00299072265625]]"
184,184,"[902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902, 902]","[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6]","[[147.0, 22.0, 277.0, 115.0], [60.0, 20.0, 103.0, 111.0], [14.0, 22.0, 60.0, 82.0], [61.0, 110.0, 103.0, 156.0], [101.0, 22.0, 147.0, 83.0], [148.0, 116.0, 235.0, 145.0], [234.0, 115.0, 278.0, 127.0], [276.0, 21.0, 321.0, 83.0], [321.0, 21.0, 366.0, 82.0], [59.0, 322.0, 105.0, 355.0], [15.0, 350.0, 60.0, 366.0], [17.0, 410.0, 61.0, 424.0], [105.0, 316.0, 147.0, 331.0], [148.0, 291.0, 191.0, 307.0], [191.0, 291.0, 233.0, 306.0], [321.0, 264.0, 365.0, 277.0], [148.0, 357.0, 192.0, 371.0], [105.0, 401.0, 149.0, 417.0], [105.0, 449.0, 149.0, 463.0], [147.0, 412.0, 192.0, 426.0], [192.0, 355.0, 233.0, 369.0], [236.0, 355.0, 279.0, 368.0], [279.0, 324.0, 321.0, 338.0], [192.0, 438.0, 237.0, 454.0], [321.0, 319.0, 367.0, 406.0], [279.0, 391.0, 322.0, 446.0], [279.0, 446.0, 324.0, 490.0]]","[5, 5, 5, 5, 5, 5, 5, 6, 5, 6, 5, 6, 6]","[[276.32452392578125, 20.34576988220215, 320.267333984375, 81.19247436523438], [102.0174560546875, 20.446802139282227, 147.7713623046875, 81.48485565185547], [320.57110595703125, 19.573945999145508, 365.0731506347656, 81.41609191894531], [13.282130241394043, 19.648181915283203, 59.962921142578125, 81.41526794433594], [145.9385223388672, 115.03794860839844, 235.5918426513672, 145.19277954101562], [60.231815338134766, 110.05841827392578, 103.25909423828125, 157.00924682617188], [60.91611099243164, 322.29296875, 104.11967468261719, 357.33917236328125], [278.2945251464844, 389.8078918457031, 321.87664794921875, 443.5599365234375], [234.24130249023438, 354.43359375, 279.34185791015625, 368.3954162597656], [279.32464599609375, 444.49267578125, 322.2939147949219, 488.39080810546875], [192.0735321044922, 354.20452880859375, 234.88272094726562, 369.3727111816406], [322.1850891113281, 316.496337890625, 367.1938171386719, 494.8859558105469], [322.5240173339844, 319.4676208496094, 365.0158386230469, 364.80108642578125]]"
